label,prompt,mean_same,max_other,score
Entoloma abortivum,Entoloma abortivum with irregular cap,-inf,-inf,
Entoloma abortivum,mushroom displaying irregular cap,-inf,-inf,
Entoloma abortivum,Entoloma abortivum showing irregular cap,-inf,-inf,
Entoloma abortivum,"Entoloma abortivum with wide, spreading form",-inf,-inf,
Entoloma abortivum,"mushroom displaying wide, spreading form",-inf,-inf,
Entoloma abortivum,"Entoloma abortivum showing wide, spreading form",-inf,-inf,
Entoloma abortivum,naturally lit photograph of Entoloma abortivum,-inf,-inf,
Entoloma abortivum,Entoloma abortivum in naturally lit conditions,-inf,-inf,
Entoloma abortivum,balanced contrast photograph of Entoloma abortivum,-inf,-inf,
Entoloma abortivum,Entoloma abortivum in balanced contrast conditions,-inf,-inf,
Entoloma abortivum,Entoloma abortivum with gray and brown coloring and moderately textured texture,-inf,-inf,
Entoloma abortivum,gray Entoloma abortivum mushroom with irregular cap,-inf,-inf,
Entoloma abortivum,Entoloma abortivum mushroom with cream coloration,-inf,-inf,
Entoloma abortivum,mushroom displaying cream tones,-inf,-inf,
Entoloma abortivum,cream-colored Entoloma abortivum fungus,-inf,-inf,
Entoloma abortivum,photograph of cream Entoloma abortivum,-inf,-inf,
Entoloma abortivum,Entoloma abortivum showing highly detailed surface,-inf,-inf,
Entoloma abortivum,mushroom with highly detailed cap texture,-inf,-inf,
Entoloma abortivum,highly detailed Entoloma abortivum specimen,-inf,-inf,
Entoloma abortivum,Entoloma abortivum with balanced proportions,-inf,-inf,
Entoloma abortivum,mushroom displaying balanced proportions,-inf,-inf,
Entoloma abortivum,Entoloma abortivum showing balanced proportions,-inf,-inf,
Entoloma abortivum,high contrast photograph of Entoloma abortivum,-inf,-inf,
Entoloma abortivum,Entoloma abortivum in high contrast conditions,-inf,-inf,
Entoloma abortivum,Entoloma abortivum with black and cream coloring and moderately textured texture,-inf,-inf,
Entoloma abortivum,black Entoloma abortivum mushroom with irregular cap,-inf,-inf,
Entoloma abortivum,Entoloma abortivum showing rough surface,-inf,-inf,
Entoloma abortivum,mushroom with rough cap texture,-inf,-inf,
Entoloma abortivum,rough Entoloma abortivum specimen,-inf,-inf,
Entoloma abortivum,"dark, shadowy photograph of Entoloma abortivum",-inf,-inf,
Entoloma abortivum,"Entoloma abortivum in dark, shadowy conditions",-inf,-inf,
Entoloma abortivum,Entoloma abortivum with black and gray coloring and rough texture,-inf,-inf,
Entoloma abortivum,Entoloma abortivum with gray and black coloring and rough texture,-inf,-inf,
Entoloma abortivum,Entoloma abortivum typically displaying gray coloration,-inf,-inf,
Entoloma abortivum,Entoloma abortivum typically displaying black coloration,-inf,-inf,
Entoloma abortivum,Entoloma abortivum typically displaying brown coloration,-inf,-inf,
Entoloma abortivum,Entoloma abortivum commonly showing highly detailed,-inf,-inf,
Entoloma abortivum,Entoloma abortivum commonly showing rough,-inf,-inf,
Entoloma abortivum,a photo of the aborted entoloma,-inf,-inf,
Entoloma abortivum,a photograph of the aborted entoloma,-inf,-inf,
Entoloma abortivum,the aborted entoloma mushroom,-inf,-inf,
Entoloma abortivum,the aborted entoloma fungus,-inf,-inf,
Entoloma abortivum,photo of the aborted entoloma mushroom,-inf,-inf,
Entoloma abortivum,field guide photo of the aborted entoloma,-inf,-inf,
Entoloma abortivum,a photo of shrimp of the woods,-inf,-inf,
Entoloma abortivum,a photograph of shrimp of the woods,-inf,-inf,
Entoloma abortivum,shrimp of the woods mushroom,-inf,-inf,
Entoloma abortivum,shrimp of the woods fungus,-inf,-inf,
Entoloma abortivum,photo of shrimp of the woods mushroom,-inf,-inf,
Entoloma abortivum,field guide photo of shrimp of the woods,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha mushroom with gray coloration,-inf,-inf,
Evernia mesomorpha,mushroom displaying gray tones,-inf,-inf,
Evernia mesomorpha,gray-colored Evernia mesomorpha fungus,-inf,-inf,
Evernia mesomorpha,photograph of gray Evernia mesomorpha,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha mushroom with black coloration,-inf,-inf,
Evernia mesomorpha,mushroom displaying black tones,-inf,-inf,
Evernia mesomorpha,black-colored Evernia mesomorpha fungus,-inf,-inf,
Evernia mesomorpha,photograph of black Evernia mesomorpha,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha showing rough surface,-inf,-inf,
Evernia mesomorpha,mushroom with rough cap texture,-inf,-inf,
Evernia mesomorpha,rough Evernia mesomorpha specimen,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha showing highly detailed surface,-inf,-inf,
Evernia mesomorpha,mushroom with highly detailed cap texture,-inf,-inf,
Evernia mesomorpha,highly detailed Evernia mesomorpha specimen,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha with irregular cap,-inf,-inf,
Evernia mesomorpha,mushroom displaying irregular cap,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha showing irregular cap,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha with balanced proportions,-inf,-inf,
Evernia mesomorpha,mushroom displaying balanced proportions,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha showing balanced proportions,-inf,-inf,
Evernia mesomorpha,naturally lit photograph of Evernia mesomorpha,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha in naturally lit conditions,-inf,-inf,
Evernia mesomorpha,high contrast photograph of Evernia mesomorpha,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha in high contrast conditions,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha with gray and black coloring and rough texture,-inf,-inf,
Evernia mesomorpha,gray Evernia mesomorpha mushroom with irregular cap,-inf,-inf,
Evernia mesomorpha,"Evernia mesomorpha with tall, narrow form",-inf,-inf,
Evernia mesomorpha,"mushroom displaying tall, narrow form",-inf,-inf,
Evernia mesomorpha,"Evernia mesomorpha showing tall, narrow form",-inf,-inf,
Evernia mesomorpha,balanced contrast photograph of Evernia mesomorpha,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha in balanced contrast conditions,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha mushroom with white coloration,-inf,-inf,
Evernia mesomorpha,mushroom displaying white tones,-inf,-inf,
Evernia mesomorpha,white-colored Evernia mesomorpha fungus,-inf,-inf,
Evernia mesomorpha,photograph of white Evernia mesomorpha,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha showing moderately textured surface,-inf,-inf,
Evernia mesomorpha,mushroom with moderately textured cap texture,-inf,-inf,
Evernia mesomorpha,moderately textured Evernia mesomorpha specimen,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha with white and black coloring and moderately textured texture,-inf,-inf,
Evernia mesomorpha,white Evernia mesomorpha mushroom with irregular cap,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha with black and gray coloring and rough texture,-inf,-inf,
Evernia mesomorpha,black Evernia mesomorpha mushroom with irregular cap,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha with gray and black coloring and moderately textured texture,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha typically displaying gray coloration,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha typically displaying black coloration,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha typically displaying white coloration,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha commonly showing highly detailed,-inf,-inf,
Evernia mesomorpha,Evernia mesomorpha commonly showing rough,-inf,-inf,
Evernia prunastri,Evernia prunastri mushroom with black coloration,-inf,-inf,
Evernia prunastri,mushroom displaying black tones,-inf,-inf,
Evernia prunastri,black-colored Evernia prunastri fungus,-inf,-inf,
Evernia prunastri,photograph of black Evernia prunastri,-inf,-inf,
Evernia prunastri,Evernia prunastri mushroom with brown coloration,-inf,-inf,
Evernia prunastri,mushroom displaying brown tones,-inf,-inf,
Evernia prunastri,brown-colored Evernia prunastri fungus,-inf,-inf,
Evernia prunastri,photograph of brown Evernia prunastri,-inf,-inf,
Evernia prunastri,Evernia prunastri showing rough surface,-inf,-inf,
Evernia prunastri,mushroom with rough cap texture,-inf,-inf,
Evernia prunastri,rough Evernia prunastri specimen,-inf,-inf,
Evernia prunastri,Evernia prunastri showing highly detailed surface,-inf,-inf,
Evernia prunastri,mushroom with highly detailed cap texture,-inf,-inf,
Evernia prunastri,highly detailed Evernia prunastri specimen,-inf,-inf,
Evernia prunastri,Evernia prunastri with irregular cap,-inf,-inf,
Evernia prunastri,mushroom displaying irregular cap,-inf,-inf,
Evernia prunastri,Evernia prunastri showing irregular cap,-inf,-inf,
Evernia prunastri,"Evernia prunastri with tall, narrow form",-inf,-inf,
Evernia prunastri,"mushroom displaying tall, narrow form",-inf,-inf,
Evernia prunastri,"Evernia prunastri showing tall, narrow form",-inf,-inf,
Evernia prunastri,naturally lit photograph of Evernia prunastri,-inf,-inf,
Evernia prunastri,Evernia prunastri in naturally lit conditions,-inf,-inf,
Evernia prunastri,balanced contrast photograph of Evernia prunastri,-inf,-inf,
Evernia prunastri,Evernia prunastri in balanced contrast conditions,-inf,-inf,
Evernia prunastri,Evernia prunastri with black and brown coloring and rough texture,-inf,-inf,
Evernia prunastri,black Evernia prunastri mushroom with irregular cap,-inf,-inf,
Evernia prunastri,Evernia prunastri showing textured surface,-inf,-inf,
Evernia prunastri,mushroom with textured cap texture,-inf,-inf,
Evernia prunastri,textured Evernia prunastri specimen,-inf,-inf,
Evernia prunastri,Evernia prunastri with balanced proportions,-inf,-inf,
Evernia prunastri,mushroom displaying balanced proportions,-inf,-inf,
Evernia prunastri,Evernia prunastri showing balanced proportions,-inf,-inf,
Evernia prunastri,"dark, shadowy photograph of Evernia prunastri",-inf,-inf,
Evernia prunastri,"Evernia prunastri in dark, shadowy conditions",-inf,-inf,
Evernia prunastri,Evernia prunastri mushroom with gray coloration,-inf,-inf,
Evernia prunastri,mushroom displaying gray tones,-inf,-inf,
Evernia prunastri,gray-colored Evernia prunastri fungus,-inf,-inf,
Evernia prunastri,photograph of gray Evernia prunastri,-inf,-inf,
Evernia prunastri,Evernia prunastri showing moderately textured surface,-inf,-inf,
Evernia prunastri,mushroom with moderately textured cap texture,-inf,-inf,
Evernia prunastri,moderately textured Evernia prunastri specimen,-inf,-inf,
Evernia prunastri,low contrast photograph of Evernia prunastri,-inf,-inf,
Evernia prunastri,Evernia prunastri in low contrast conditions,-inf,-inf,
Evernia prunastri,Evernia prunastri with black and gray coloring and moderately textured texture,-inf,-inf,
Evernia prunastri,Evernia prunastri with black and gray coloring and rough texture,-inf,-inf,
Evernia prunastri,Evernia prunastri typically displaying black coloration,-inf,-inf,
Evernia prunastri,Evernia prunastri typically displaying gray coloration,-inf,-inf,
Evernia prunastri,Evernia prunastri typically displaying brown coloration,-inf,-inf,
Evernia prunastri,Evernia prunastri commonly showing rough,-inf,-inf,
Evernia prunastri,Evernia prunastri commonly showing highly detailed,-inf,-inf,
Evernia prunastri,a photo of Oakmoss,-inf,-inf,
Evernia prunastri,a photograph of Oakmoss,-inf,-inf,
Evernia prunastri,Oakmoss mushroom,-inf,-inf,
Evernia prunastri,Oakmoss fungus,-inf,-inf,
Evernia prunastri,photo of Oakmoss mushroom,-inf,-inf,
Evernia prunastri,field guide photo of Oakmoss,-inf,-inf,
Flammulina velutipes,Flammulina velutipes mushroom with black coloration,-inf,-inf,
Flammulina velutipes,mushroom displaying black tones,-inf,-inf,
Flammulina velutipes,black-colored Flammulina velutipes fungus,-inf,-inf,
Flammulina velutipes,photograph of black Flammulina velutipes,-inf,-inf,
Flammulina velutipes,Flammulina velutipes mushroom with gray coloration,-inf,-inf,
Flammulina velutipes,mushroom displaying gray tones,-inf,-inf,
Flammulina velutipes,gray-colored Flammulina velutipes fungus,-inf,-inf,
Flammulina velutipes,photograph of gray Flammulina velutipes,-inf,-inf,
Flammulina velutipes,Flammulina velutipes mushroom with brown coloration,-inf,-inf,
Flammulina velutipes,mushroom displaying brown tones,-inf,-inf,
Flammulina velutipes,brown-colored Flammulina velutipes fungus,-inf,-inf,
Flammulina velutipes,photograph of brown Flammulina velutipes,-inf,-inf,
Flammulina velutipes,Flammulina velutipes showing smooth surface,-inf,-inf,
Flammulina velutipes,mushroom with smooth cap texture,-inf,-inf,
Flammulina velutipes,smooth Flammulina velutipes specimen,-inf,-inf,
Flammulina velutipes,Flammulina velutipes showing highly detailed surface,-inf,-inf,
Flammulina velutipes,mushroom with highly detailed cap texture,-inf,-inf,
Flammulina velutipes,highly detailed Flammulina velutipes specimen,-inf,-inf,
Flammulina velutipes,Flammulina velutipes with irregular cap,-inf,-inf,
Flammulina velutipes,mushroom displaying irregular cap,-inf,-inf,
Flammulina velutipes,Flammulina velutipes showing irregular cap,-inf,-inf,
Flammulina velutipes,"Flammulina velutipes with wide, spreading form",-inf,-inf,
Flammulina velutipes,"mushroom displaying wide, spreading form",-inf,-inf,
Flammulina velutipes,"Flammulina velutipes showing wide, spreading form",-inf,-inf,
Flammulina velutipes,naturally lit photograph of Flammulina velutipes,-inf,-inf,
Flammulina velutipes,Flammulina velutipes in naturally lit conditions,-inf,-inf,
Flammulina velutipes,high contrast photograph of Flammulina velutipes,-inf,-inf,
Flammulina velutipes,Flammulina velutipes in high contrast conditions,-inf,-inf,
Flammulina velutipes,Flammulina velutipes with black and gray coloring and smooth texture,-inf,-inf,
Flammulina velutipes,black Flammulina velutipes mushroom with irregular cap,-inf,-inf,
Flammulina velutipes,Flammulina velutipes showing rough surface,-inf,-inf,
Flammulina velutipes,mushroom with rough cap texture,-inf,-inf,
Flammulina velutipes,rough Flammulina velutipes specimen,-inf,-inf,
Flammulina velutipes,"Flammulina velutipes with tall, narrow form",-inf,-inf,
Flammulina velutipes,"mushroom displaying tall, narrow form",-inf,-inf,
Flammulina velutipes,"Flammulina velutipes showing tall, narrow form",-inf,-inf,
Flammulina velutipes,balanced contrast photograph of Flammulina velutipes,-inf,-inf,
Flammulina velutipes,Flammulina velutipes in balanced contrast conditions,-inf,-inf,
Flammulina velutipes,Flammulina velutipes with gray and black coloring and rough texture,-inf,-inf,
Flammulina velutipes,gray Flammulina velutipes mushroom with irregular cap,-inf,-inf,
Flammulina velutipes,Flammulina velutipes showing moderately textured surface,-inf,-inf,
Flammulina velutipes,mushroom with moderately textured cap texture,-inf,-inf,
Flammulina velutipes,moderately textured Flammulina velutipes specimen,-inf,-inf,
Flammulina velutipes,"dark, shadowy photograph of Flammulina velutipes",-inf,-inf,
Flammulina velutipes,"Flammulina velutipes in dark, shadowy conditions",-inf,-inf,
Flammulina velutipes,Flammulina velutipes with black and brown coloring and moderately textured texture,-inf,-inf,
Flammulina velutipes,Flammulina velutipes showing textured surface,-inf,-inf,
Flammulina velutipes,mushroom with textured cap texture,-inf,-inf,
Flammulina velutipes,textured Flammulina velutipes specimen,-inf,-inf,
Flammulina velutipes,Flammulina velutipes with black and gray coloring and rough texture,-inf,-inf,
Flammulina velutipes,Flammulina velutipes typically displaying black coloration,-inf,-inf,
Flammulina velutipes,Flammulina velutipes typically displaying gray coloration,-inf,-inf,
Flammulina velutipes,Flammulina velutipes typically displaying brown coloration,-inf,-inf,
Flammulina velutipes,Flammulina velutipes commonly showing highly detailed,-inf,-inf,
Flammulina velutipes,Flammulina velutipes commonly showing rough,-inf,-inf,
Flammulina velutipes,a photo of enokitake,-inf,-inf,
Flammulina velutipes,a photograph of enokitake,-inf,-inf,
Flammulina velutipes,enokitake mushroom,-inf,-inf,
Flammulina velutipes,enokitake fungus,-inf,-inf,
Flammulina velutipes,photo of enokitake mushroom,-inf,-inf,
Flammulina velutipes,field guide photo of enokitake,-inf,-inf,
Flammulina velutipes,a photo of golden needle mushroom,-inf,-inf,
Flammulina velutipes,a photograph of golden needle mushroom,-inf,-inf,
Flammulina velutipes,golden needle mushroom mushroom,-inf,-inf,
Flammulina velutipes,golden needle mushroom fungus,-inf,-inf,
Flammulina velutipes,photo of golden needle mushroom mushroom,-inf,-inf,
Flammulina velutipes,field guide photo of golden needle mushroom,-inf,-inf,
Flammulina velutipes,a photo of lily mushroom,-inf,-inf,
Flammulina velutipes,a photograph of lily mushroom,-inf,-inf,
Flammulina velutipes,lily mushroom mushroom,-inf,-inf,
Flammulina velutipes,lily mushroom fungus,-inf,-inf,
Flammulina velutipes,photo of lily mushroom mushroom,-inf,-inf,
Flammulina velutipes,field guide photo of lily mushroom,-inf,-inf,
Flammulina velutipes,a photo of futu mushroom,-inf,-inf,
Flammulina velutipes,a photograph of futu mushroom,-inf,-inf,
Flammulina velutipes,futu mushroom mushroom,-inf,-inf,
Flammulina velutipes,futu mushroom fungus,-inf,-inf,
Flammulina velutipes,photo of futu mushroom mushroom,-inf,-inf,
Flammulina velutipes,field guide photo of futu mushroom,-inf,-inf,
Flammulina velutipes,a photo of Velvet Shank,-inf,-inf,
Flammulina velutipes,a photograph of Velvet Shank,-inf,-inf,
Flammulina velutipes,Velvet Shank mushroom,-inf,-inf,
Flammulina velutipes,Velvet Shank fungus,-inf,-inf,
Flammulina velutipes,photo of Velvet Shank mushroom,-inf,-inf,
Flammulina velutipes,field guide photo of Velvet Shank,-inf,-inf,
Flammulina velutipes,a photo of enoki,-inf,-inf,
Flammulina velutipes,a photograph of enoki,-inf,-inf,
Flammulina velutipes,enoki mushroom,-inf,-inf,
Flammulina velutipes,enoki fungus,-inf,-inf,
Flammulina velutipes,photo of enoki mushroom,-inf,-inf,
Flammulina velutipes,field guide photo of enoki,-inf,-inf,
Fomes fomentarius,Fomes fomentarius mushroom with gray coloration,-inf,-inf,
Fomes fomentarius,mushroom displaying gray tones,-inf,-inf,
Fomes fomentarius,gray-colored Fomes fomentarius fungus,-inf,-inf,
Fomes fomentarius,photograph of gray Fomes fomentarius,-inf,-inf,
Fomes fomentarius,Fomes fomentarius mushroom with black coloration,-inf,-inf,
Fomes fomentarius,mushroom displaying black tones,-inf,-inf,
Fomes fomentarius,black-colored Fomes fomentarius fungus,-inf,-inf,
Fomes fomentarius,photograph of black Fomes fomentarius,-inf,-inf,
Fomes fomentarius,Fomes fomentarius mushroom with white coloration,-inf,-inf,
Fomes fomentarius,mushroom displaying white tones,-inf,-inf,
Fomes fomentarius,white-colored Fomes fomentarius fungus,-inf,-inf,
Fomes fomentarius,photograph of white Fomes fomentarius,-inf,-inf,
Fomes fomentarius,Fomes fomentarius showing rough surface,-inf,-inf,
Fomes fomentarius,mushroom with rough cap texture,-inf,-inf,
Fomes fomentarius,rough Fomes fomentarius specimen,-inf,-inf,
Fomes fomentarius,Fomes fomentarius showing highly detailed surface,-inf,-inf,
Fomes fomentarius,mushroom with highly detailed cap texture,-inf,-inf,
Fomes fomentarius,highly detailed Fomes fomentarius specimen,-inf,-inf,
Fomes fomentarius,Fomes fomentarius with irregular cap,-inf,-inf,
Fomes fomentarius,mushroom displaying irregular cap,-inf,-inf,
Fomes fomentarius,Fomes fomentarius showing irregular cap,-inf,-inf,
Fomes fomentarius,Fomes fomentarius with balanced proportions,-inf,-inf,
Fomes fomentarius,mushroom displaying balanced proportions,-inf,-inf,
Fomes fomentarius,Fomes fomentarius showing balanced proportions,-inf,-inf,
Fomes fomentarius,naturally lit photograph of Fomes fomentarius,-inf,-inf,
Fomes fomentarius,Fomes fomentarius in naturally lit conditions,-inf,-inf,
Fomes fomentarius,balanced contrast photograph of Fomes fomentarius,-inf,-inf,
Fomes fomentarius,Fomes fomentarius in balanced contrast conditions,-inf,-inf,
Fomes fomentarius,Fomes fomentarius with gray and black coloring and rough texture,-inf,-inf,
Fomes fomentarius,gray Fomes fomentarius mushroom with irregular cap,-inf,-inf,
Fomes fomentarius,high contrast photograph of Fomes fomentarius,-inf,-inf,
Fomes fomentarius,Fomes fomentarius in high contrast conditions,-inf,-inf,
Fomes fomentarius,Fomes fomentarius with black and gray coloring and rough texture,-inf,-inf,
Fomes fomentarius,black Fomes fomentarius mushroom with irregular cap,-inf,-inf,
Fomes fomentarius,Fomes fomentarius showing moderately textured surface,-inf,-inf,
Fomes fomentarius,mushroom with moderately textured cap texture,-inf,-inf,
Fomes fomentarius,moderately textured Fomes fomentarius specimen,-inf,-inf,
Fomes fomentarius,Fomes fomentarius with gray and black coloring and moderately textured texture,-inf,-inf,
Fomes fomentarius,Fomes fomentarius typically displaying gray coloration,-inf,-inf,
Fomes fomentarius,Fomes fomentarius typically displaying black coloration,-inf,-inf,
Fomes fomentarius,Fomes fomentarius typically displaying white coloration,-inf,-inf,
Fomes fomentarius,Fomes fomentarius commonly showing highly detailed,-inf,-inf,
Fomes fomentarius,Fomes fomentarius commonly showing rough,-inf,-inf,
Fomes fomentarius,a photo of tinder conk,-inf,-inf,
Fomes fomentarius,a photograph of tinder conk,-inf,-inf,
Fomes fomentarius,tinder conk mushroom,-inf,-inf,
Fomes fomentarius,tinder conk fungus,-inf,-inf,
Fomes fomentarius,photo of tinder conk mushroom,-inf,-inf,
Fomes fomentarius,field guide photo of tinder conk,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina mushroom with black coloration,-inf,-inf,
Fomitopsis betulina,mushroom displaying black tones,-inf,-inf,
Fomitopsis betulina,black-colored Fomitopsis betulina fungus,-inf,-inf,
Fomitopsis betulina,photograph of black Fomitopsis betulina,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina mushroom with gray coloration,-inf,-inf,
Fomitopsis betulina,mushroom displaying gray tones,-inf,-inf,
Fomitopsis betulina,gray-colored Fomitopsis betulina fungus,-inf,-inf,
Fomitopsis betulina,photograph of gray Fomitopsis betulina,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina showing moderately textured surface,-inf,-inf,
Fomitopsis betulina,mushroom with moderately textured cap texture,-inf,-inf,
Fomitopsis betulina,moderately textured Fomitopsis betulina specimen,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina showing highly detailed surface,-inf,-inf,
Fomitopsis betulina,mushroom with highly detailed cap texture,-inf,-inf,
Fomitopsis betulina,highly detailed Fomitopsis betulina specimen,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina with irregular cap,-inf,-inf,
Fomitopsis betulina,mushroom displaying irregular cap,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina showing irregular cap,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina with balanced proportions,-inf,-inf,
Fomitopsis betulina,mushroom displaying balanced proportions,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina showing balanced proportions,-inf,-inf,
Fomitopsis betulina,naturally lit photograph of Fomitopsis betulina,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina in naturally lit conditions,-inf,-inf,
Fomitopsis betulina,high contrast photograph of Fomitopsis betulina,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina in high contrast conditions,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina with black and gray coloring and moderately textured texture,-inf,-inf,
Fomitopsis betulina,black Fomitopsis betulina mushroom with irregular cap,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina showing rough surface,-inf,-inf,
Fomitopsis betulina,mushroom with rough cap texture,-inf,-inf,
Fomitopsis betulina,rough Fomitopsis betulina specimen,-inf,-inf,
Fomitopsis betulina,"Fomitopsis betulina with tall, narrow form",-inf,-inf,
Fomitopsis betulina,"mushroom displaying tall, narrow form",-inf,-inf,
Fomitopsis betulina,"Fomitopsis betulina showing tall, narrow form",-inf,-inf,
Fomitopsis betulina,balanced contrast photograph of Fomitopsis betulina,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina in balanced contrast conditions,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina with gray and black coloring and rough texture,-inf,-inf,
Fomitopsis betulina,gray Fomitopsis betulina mushroom with irregular cap,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina with black and gray coloring and rough texture,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina showing textured surface,-inf,-inf,
Fomitopsis betulina,mushroom with textured cap texture,-inf,-inf,
Fomitopsis betulina,textured Fomitopsis betulina specimen,-inf,-inf,
Fomitopsis betulina,"Fomitopsis betulina with wide, spreading form",-inf,-inf,
Fomitopsis betulina,"mushroom displaying wide, spreading form",-inf,-inf,
Fomitopsis betulina,"Fomitopsis betulina showing wide, spreading form",-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina typically displaying black coloration,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina typically displaying gray coloration,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina commonly showing highly detailed,-inf,-inf,
Fomitopsis betulina,Fomitopsis betulina commonly showing rough,-inf,-inf,
Fomitopsis betulina,a photo of birch polypore,-inf,-inf,
Fomitopsis betulina,a photograph of birch polypore,-inf,-inf,
Fomitopsis betulina,birch polypore mushroom,-inf,-inf,
Fomitopsis betulina,birch polypore fungus,-inf,-inf,
Fomitopsis betulina,photo of birch polypore mushroom,-inf,-inf,
Fomitopsis betulina,field guide photo of birch polypore,-inf,-inf,
Fomitopsis betulina,a photo of birch bracket,-inf,-inf,
Fomitopsis betulina,a photograph of birch bracket,-inf,-inf,
Fomitopsis betulina,birch bracket mushroom,-inf,-inf,
Fomitopsis betulina,birch bracket fungus,-inf,-inf,
Fomitopsis betulina,photo of birch bracket mushroom,-inf,-inf,
Fomitopsis betulina,field guide photo of birch bracket,-inf,-inf,
Fomitopsis betulina,a photo of razor strop,-inf,-inf,
Fomitopsis betulina,a photograph of razor strop,-inf,-inf,
Fomitopsis betulina,razor strop mushroom,-inf,-inf,
Fomitopsis betulina,razor strop fungus,-inf,-inf,
Fomitopsis betulina,photo of razor strop mushroom,-inf,-inf,
Fomitopsis betulina,field guide photo of razor strop,-inf,-inf,
Fomitopsis betulina,a photo of the birch polypore,-inf,-inf,
Fomitopsis betulina,a photograph of the birch polypore,-inf,-inf,
Fomitopsis betulina,the birch polypore mushroom,-inf,-inf,
Fomitopsis betulina,the birch polypore fungus,-inf,-inf,
Fomitopsis betulina,photo of the birch polypore mushroom,-inf,-inf,
Fomitopsis betulina,field guide photo of the birch polypore,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae mushroom with brown coloration,-inf,-inf,
Fomitopsis mounceae,mushroom displaying brown tones,-inf,-inf,
Fomitopsis mounceae,brown-colored Fomitopsis mounceae fungus,-inf,-inf,
Fomitopsis mounceae,photograph of brown Fomitopsis mounceae,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae mushroom with black coloration,-inf,-inf,
Fomitopsis mounceae,mushroom displaying black tones,-inf,-inf,
Fomitopsis mounceae,black-colored Fomitopsis mounceae fungus,-inf,-inf,
Fomitopsis mounceae,photograph of black Fomitopsis mounceae,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae showing rough surface,-inf,-inf,
Fomitopsis mounceae,mushroom with rough cap texture,-inf,-inf,
Fomitopsis mounceae,rough Fomitopsis mounceae specimen,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae showing highly detailed surface,-inf,-inf,
Fomitopsis mounceae,mushroom with highly detailed cap texture,-inf,-inf,
Fomitopsis mounceae,highly detailed Fomitopsis mounceae specimen,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae with irregular cap,-inf,-inf,
Fomitopsis mounceae,mushroom displaying irregular cap,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae showing irregular cap,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae with balanced proportions,-inf,-inf,
Fomitopsis mounceae,mushroom displaying balanced proportions,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae showing balanced proportions,-inf,-inf,
Fomitopsis mounceae,"dark, shadowy photograph of Fomitopsis mounceae",-inf,-inf,
Fomitopsis mounceae,"Fomitopsis mounceae in dark, shadowy conditions",-inf,-inf,
Fomitopsis mounceae,balanced contrast photograph of Fomitopsis mounceae,-inf,-inf,
Fomitopsis mounceae,Fomitopsis mounceae in balanced contrast conditions,-inf,-inf,
